mu	sm	N	dims	filename	mu	r	m	N	range1	range2	ntypes	sb	sm	nsteps	stepsize	sigma	final0	final1	final2	time0	time1	time2	size0	size1	size2	hit100.0	hit100.1	hit100.2
mu1e-5	sm-.0001	N-100	1D	93500-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.746089081953417	0.993566510879944	NA	24975	4650	NA	402	99	NA	2775	875	NA
mu1e-5	sm-.0001	N-100	1D	95114-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.338277517883221	0.934603748932107	NA	24975	5450	NA	402	99	NA	2525	3150	NA
mu1e-5	sm-.0001	N-100	1D	96267-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.495548625034034	0.948730589476858	NA	24975	2950	NA	402	99	NA	1575	1250	NA
mu1e-5	sm-.0001	N-100	1D	96270-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.234355213979852	0.920844766068647	NA	24975	14750	NA	402	99	NA	11725	13075	NA
mu1e-5	sm-.0001	N-100	1D	96369-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.490827207247345	0.95322780039198	NA	24975	7100	NA	402	99	NA	1175	3825	NA
mu1e-5	sm-.0001	N-100	1D	96437-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.402746961708869	0.989934167546108	NA	24975	11050	NA	402	99	NA	8475	9800	NA
mu1e-5	sm-.0001	N-100	1D	97103-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.539517586198361	0.978629076838032	NA	24975	12625	NA	402	99	NA	12025	10700	NA
mu1e-5	sm-.0001	N-100	1D	98873-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.144500507413183	0.916323433338359	NA	24975	16075	NA	402	99	NA	16100	15075	NA
mu1e-5	sm-.0001	N-100	1D	99353-r1-501-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.394848147323086	0.975786722950902	NA	24975	7000	NA	402	99	NA	4200	2975	NA
mu1e-5	sm-.0001	N-100	2D	27829-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	40734-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	50632-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	71439-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	92671-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	97240-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	97429-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-100	2D	99789-r101-101-sb0.01-sm-1e-04-N100-pophistory-run.Rdata	1e-05	0.3	0.2	100	101	101	2	0.01	-1e-04	1000	25	0.742706471781286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
mu1e-5	sm-.0001	N-1600	1D	10092-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.426324858914383	0.963238447911955	NA	24975	3125	NA	402	99	NA	0	325	NA
mu1e-5	sm-.0001	N-1600	1D	11856-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.404231941969258	0.961173896929494	NA	24975	2850	NA	402	99	NA	0	250	NA
mu1e-5	sm-.0001	N-1600	1D	12315-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.495143870201233	0.971026056585758	NA	24975	2950	NA	402	99	NA	0	225	NA
mu1e-5	sm-.0001	N-1600	1D	13146-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.412439180032672	0.962510898788884	NA	24975	3950	NA	402	99	NA	25	925	NA
mu1e-5	sm-.0001	N-1600	1D	14694-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.402070446894879	0.973147739836173	NA	24975	4675	NA	402	99	NA	0	100	NA
mu1e-5	sm-.0001	N-1600	1D	15257-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.420686980210886	0.961198835368612	NA	24975	3000	NA	402	99	NA	24975	100	NA
mu1e-5	sm-.0001	N-1600	1D	15449-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.396386939679711	0.970634485401277	NA	24975	3325	NA	402	99	NA	0	850	NA
mu1e-5	sm-.0001	N-1600	1D	1581-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.441217706554293	0.970149442183024	NA	24975	3025	NA	402	99	NA	24975	25	NA
mu1e-5	sm-.0001	N-1600	1D	15955-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.456040351723967	0.963528977586813	NA	24975	2775	NA	402	99	NA	25	300	NA
mu1e-5	sm-.0001	N-1600	1D	16566-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.442278617794114	0.968250603045379	NA	24975	2625	NA	402	99	NA	0	150	NA
mu1e-5	sm-.0001	N-1600	1D	17387-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.371402587497834	0.958079897231017	NA	24975	2575	NA	402	99	NA	24975	225	NA
mu1e-5	sm-.0001	N-1600	1D	17897-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.503014281824707	0.977175988743153	NA	24975	3275	NA	402	99	NA	0	250	NA
mu1e-5	sm-.0001	N-1600	1D	19067-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.455007371414074	0.970829909794462	NA	24975	2825	NA	402	99	NA	0	25	NA
mu1e-5	sm-.0001	N-1600	1D	19088-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.413854491534863	0.971447591587517	NA	24975	3100	NA	402	99	NA	0	375	NA
mu1e-5	sm-.0001	N-1600	1D	19953-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.411172944357813	0.967013135082165	NA	24975	3200	NA	402	99	NA	0	650	NA
mu1e-5	sm-.0001	N-1600	1D	2212-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.416678887898814	0.969618448163224	NA	24975	3150	NA	402	99	NA	24975	600	NA
mu1e-5	sm-.0001	N-1600	1D	22508-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.401708257530754	0.962091059852254	NA	24975	3550	NA	402	99	NA	0	250	NA
mu1e-5	sm-.0001	N-1600	1D	22586-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.437956965792926	0.9681517601387	NA	24975	2600	NA	402	99	NA	50	25	NA
mu1e-5	sm-.0001	N-1600	1D	23745-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.43254993688275	0.968658475300266	NA	24975	3825	NA	402	99	NA	0	450	NA
mu1e-5	sm-.0001	N-1600	1D	25576-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.445920165961239	0.967557509171315	NA	24975	2800	NA	402	99	NA	24975	50	NA
mu1e-5	sm-.0001	N-1600	1D	26177-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.490055157978763	0.965729276596814	NA	24975	3000	NA	402	99	NA	24975	300	NA
mu1e-5	sm-.0001	N-1600	1D	26203-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.397352331934853	0.964590337454143	NA	24975	2875	NA	402	99	NA	0	225	NA
mu1e-5	sm-.0001	N-1600	1D	26508-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.446958158523304	0.958162690336198	NA	24975	2900	NA	402	99	NA	50	175	NA
mu1e-5	sm-.0001	N-1600	1D	2685-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.450201201702928	0.969894686918941	NA	24975	3225	NA	402	99	NA	50	275	NA
mu1e-5	sm-.0001	N-1600	1D	30478-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.435872920843543	0.957184626111865	NA	24975	3900	NA	402	99	NA	25	1275	NA
mu1e-5	sm-.0001	N-1600	1D	31969-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.434000179451004	0.968519178099402	NA	24975	2175	NA	402	99	NA	0	225	NA
mu1e-5	sm-.0001	N-1600	1D	3395-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.406692524628103	0.960787162671491	NA	24975	4375	NA	402	99	NA	0	325	NA
mu1e-5	sm-.0001	N-1600	1D	34952-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.442701480161382	0.960157734056988	NA	24975	2625	NA	402	99	NA	0	150	NA
mu1e-5	sm-.0001	N-1600	1D	35040-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.368214029355709	0.975322346600332	NA	24975	3125	NA	402	99	NA	0	300	NA
mu1e-5	sm-.0001	N-1600	1D	36365-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.41412244591718	0.966912753153425	NA	24975	2900	NA	402	99	NA	0	125	NA
mu1e-5	sm-.0001	N-1600	1D	38151-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.501467684896413	0.96779288532087	NA	24975	3775	NA	402	99	NA	0	725	NA
mu1e-5	sm-.0001	N-1600	1D	38209-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.410487101185614	0.956347335293231	NA	24975	3600	NA	402	99	NA	50	575	NA
mu1e-5	sm-.0001	N-1600	1D	3899-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.512127198274795	0.972382971506106	NA	24975	2975	NA	402	99	NA	0	325	NA
mu1e-5	sm-.0001	N-1600	1D	39033-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.452836857379768	0.964794242172973	NA	24975	3000	NA	402	99	NA	24975	50	NA
mu1e-5	sm-.0001	N-1600	1D	3921-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.426472310400733	0.959427923513744	NA	24975	3000	NA	402	99	NA	25	350	NA
mu1e-5	sm-.0001	N-1600	1D	39279-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.423308527326056	0.966927138298407	NA	24975	2500	NA	402	99	NA	25	50	NA
mu1e-5	sm-.0001	N-1600	1D	42326-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.375197813791738	0.970801736268154	NA	24975	2875	NA	402	99	NA	24975	50	NA
mu1e-5	sm-.0001	N-1600	1D	47906-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.475208031670008	0.97162728026534	NA	24975	3400	NA	402	99	NA	0	100	NA
mu1e-5	sm-.0001	N-1600	1D	47966-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.420793745823123	0.964955682446354	NA	24975	3400	NA	402	99	NA	25	250	NA
mu1e-5	sm-.0001	N-1600	1D	49037-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.413767194809534	0.96976314764561	NA	24975	2850	NA	402	99	NA	0	450	NA
mu1e-5	sm-.0001	N-1600	1D	49972-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.372986900076731	0.957849200964873	NA	24975	2925	NA	402	99	NA	0	175	NA
mu1e-5	sm-.0001	N-1600	1D	50593-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.361881249845301	0.95532394843962	NA	24975	2975	NA	402	99	NA	24975	400	NA
mu1e-5	sm-.0001	N-1600	1D	51734-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.411329662322715	0.968674022563948	NA	24975	3375	NA	402	99	NA	24975	525	NA
mu1e-5	sm-.0001	N-1600	1D	52761-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.424736121940051	0.96191890924167	NA	24975	3150	NA	402	99	NA	0	350	NA
mu1e-5	sm-.0001	N-1600	1D	55285-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.40079745860251	0.962345815116338	NA	24975	2575	NA	402	99	NA	25	125	NA
mu1e-5	sm-.0001	N-1600	1D	55499-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.409640564280587	0.970951869440675	NA	24975	2725	NA	402	99	NA	0	50	NA
mu1e-5	sm-.0001	N-1600	1D	55983-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.422641982871711	0.972550787728027	NA	24975	3200	NA	402	99	NA	0	750	NA
mu1e-5	sm-.0001	N-1600	1D	56841-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.367262165540457	0.963298092868988	NA	24975	2700	NA	402	99	NA	24975	200	NA
mu1e-5	sm-.0001	N-1600	1D	56921-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.484827286143907	0.970250106789286	NA	24975	3025	NA	402	99	NA	24975	25	NA
mu1e-5	sm-.0001	N-1600	1D	57656-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.394670947191901	0.970554299211016	NA	24975	4100	NA	402	99	NA	0	1000	NA
mu1e-5	sm-.0001	N-1600	1D	5815-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.47351494239004	0.964266514648977	NA	24975	2925	NA	402	99	NA	0	125	NA
mu1e-5	sm-.0001	N-1600	1D	58853-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.380953697000074	0.971579162269461	NA	24975	2350	NA	402	99	NA	0	75	NA
mu1e-5	sm-.0001	N-1600	1D	59423-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.487753041385114	0.975700286446555	NA	24975	4050	NA	402	99	NA	25	150	NA
mu1e-5	sm-.0001	N-1600	1D	59562-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.382955813284325	0.958932484044424	NA	24975	3300	NA	402	99	NA	24975	125	NA
mu1e-5	sm-.0001	N-1600	1D	59682-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.399402358543105	0.971418727071712	NA	24975	2975	NA	402	99	NA	25	50	NA
mu1e-5	sm-.0001	N-1600	1D	61975-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.407543346699339	0.966222831549324	NA	24975	2225	NA	402	99	NA	0	200	NA
mu1e-5	sm-.0001	N-1600	1D	62215-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.416395208348803	0.973494490929192	NA	24975	2925	NA	402	99	NA	0	100	NA
mu1e-5	sm-.0001	N-1600	1D	62933-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.413678575406549	0.964300310317101	NA	24975	2675	NA	402	99	NA	0	250	NA
mu1e-5	sm-.0001	N-1600	1D	63212-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.460219850684389	0.969369157997889	NA	24975	3875	NA	402	99	NA	0	1250	NA
mu1e-5	sm-.0001	N-1600	1D	63227-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.46100036199599	0.973389523342882	NA	24975	3275	NA	402	99	NA	25	425	NA
mu1e-5	sm-.0001	N-1600	1D	63574-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.396032322838544	0.961738089853762	NA	24975	2550	NA	402	99	NA	0	150	NA
mu1e-5	sm-.0001	N-1600	1D	63773-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.406612599316849	0.960997443338861	NA	24975	2325	NA	402	99	NA	24975	50	NA
mu1e-5	sm-.0001	N-1600	1D	64451-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.448944565109774	0.969945097743605	NA	24975	2625	NA	402	99	NA	25	100	NA
mu1e-5	sm-.0001	N-1600	1D	65961-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.515402295116458	0.964008021759887	NA	24975	3250	NA	402	99	NA	24975	150	NA
mu1e-5	sm-.0001	N-1600	1D	6599-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.449719832120492	0.974130389718076	NA	24975	3725	NA	402	99	NA	25	450	NA
mu1e-5	sm-.0001	N-1600	1D	67581-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.436897725303829	0.962568910498015	NA	24975	3000	NA	402	99	NA	0	25	NA
mu1e-5	sm-.0001	N-1600	1D	67725-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.454325024442464	0.968997845369114	NA	24975	3275	NA	402	99	NA	25	475	NA
mu1e-5	sm-.0001	N-1600	1D	68809-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.438827535209524	0.96133134830896	NA	24975	3150	NA	402	99	NA	0	75	NA
mu1e-5	sm-.0001	N-1600	1D	7009-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.367423137731739	0.961140289713051	NA	24975	3475	NA	402	99	NA	0	300	NA
mu1e-5	sm-.0001	N-1600	1D	71357-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.363006794386278	0.968019875370622	NA	24975	2650	NA	402	99	NA	0	25	NA
mu1e-5	sm-.0001	N-1600	1D	74633-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.474687608289399	0.965600469872858	NA	24975	2675	NA	402	99	NA	24975	225	NA
mu1e-5	sm-.0001	N-1600	1D	75302-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.413325799485161	0.960269925624403	NA	24975	2525	NA	402	99	NA	0	375	NA
mu1e-5	sm-.0001	N-1600	1D	75682-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.392880351043291	0.957874924619328	NA	24975	2950	NA	402	99	NA	25	250	NA
mu1e-5	sm-.0001	N-1600	1D	76889-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.399856323172694	0.952061849841701	NA	24975	2750	NA	402	99	NA	24975	150	NA
mu1e-5	sm-.0001	N-1600	1D	78039-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.483905062684092	0.970052829287904	NA	24975	2750	NA	402	99	NA	0	25	NA
mu1e-5	sm-.0001	N-1600	1D	82400-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.510556506955273	0.966829960048244	NA	24975	3025	NA	402	99	NA	0	0	NA
mu1e-5	sm-.0001	N-1600	1D	82692-r1-501-sb0.01-sm-1e-04-N1600-pophistory-run.Rdata	1e-05	0.3	0.2	1600	1	501	2	0.01	-1e-04	1000	25	0.953770108230929	0.423829020321279	0.966017199356752	NA	24975	3050	NA	402	99	NA	25	200	NA
